timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-20T12:39:57Z,0,0,64,27339,27339,0,0,32,64,0,
2026-06-20T12:40:03Z,6,1,64,27726,27726,0,0,32,64,0,
2026-06-20T12:40:09Z,12,2,64,28109,28109,0,0,32,64,0,
2026-06-20T12:40:15Z,18,3,64,28497,28497,0,0,32,64,0,
2026-06-20T12:40:21Z,24,4,64,28880,28880,0,0,32,64,0,
2026-06-20T12:40:27Z,30,5,64,29266,29266,0,0,32,64,0,
2026-06-20T12:40:33Z,36,6,64,29652,29652,0,0,32,64,0,
2026-06-20T12:40:39Z,42,7,64,30035,30035,0,0,32,64,0,
2026-06-20T12:40:45Z,48,8,64,30417,30417,0,0,32,64,0,
2026-06-20T12:40:51Z,54,9,64,30807,30807,0,0,32,64,0,
2026-06-20T12:40:57Z,60,10,64,31189,31189,0,0,32,64,0,
