timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-20T08:56:42Z,0,0,1,1649,1649,0,0,32,1,0,
2026-06-20T08:56:48Z,6,1,1,1655,1655,0,0,32,1,0,
2026-06-20T08:56:54Z,12,2,1,1661,1661,0,0,32,1,0,
2026-06-20T08:57:00Z,18,3,1,1667,1667,0,0,32,1,0,
2026-06-20T08:57:06Z,24,4,1,1673,1673,0,0,32,1,0,
2026-06-20T08:57:12Z,30,5,1,1679,1679,0,0,32,1,0,
2026-06-20T08:57:18Z,36,6,1,1685,1685,0,0,32,1,0,
2026-06-20T08:57:24Z,42,7,1,1691,1691,0,0,32,1,0,
2026-06-20T08:57:30Z,48,8,1,1697,1697,0,0,32,1,0,
2026-06-20T08:57:36Z,54,9,1,1703,1703,0,0,32,1,0,
2026-06-20T08:57:42Z,60,10,1,1709,1709,0,0,32,1,0,
