timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-20T13:21:41Z,0,0,256,122974,122974,0,0,32,256,0,
2026-06-20T13:21:47Z,6,1,256,124512,124512,0,0,32,256,0,
2026-06-20T13:21:53Z,12,2,256,126060,126060,0,0,32,256,0,
2026-06-20T13:21:59Z,18,3,256,127591,127591,0,0,32,256,0,
2026-06-20T13:22:05Z,24,4,256,129124,129124,0,0,32,256,0,
2026-06-20T13:22:11Z,30,5,256,130644,130644,0,0,32,256,0,
2026-06-20T13:22:17Z,36,6,256,132187,132186,0,1,32,256,0,
2026-06-20T13:22:23Z,42,7,256,133713,133713,0,0,32,256,0,
2026-06-20T13:22:29Z,48,8,256,135254,135253,0,1,32,256,0,
2026-06-20T13:22:35Z,54,9,256,136793,136793,0,0,32,256,0,
2026-06-20T13:22:41Z,60,10,256,138338,138338,0,1,32,256,0,
