timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-20T13:19:50Z,0,0,256,105635,105635,0,0,32,256,0,
2026-06-20T13:19:56Z,6,1,256,107166,107166,0,0,32,256,0,
2026-06-20T13:20:02Z,12,2,256,108711,108711,0,0,32,257,0,
2026-06-20T13:20:08Z,18,3,256,110244,110244,0,0,32,256,0,
2026-06-20T13:20:14Z,24,4,256,111776,111776,0,0,32,256,0,
2026-06-20T13:20:20Z,30,5,256,113299,113298,0,1,32,256,0,
2026-06-20T13:20:26Z,36,6,256,114818,114818,0,0,32,256,0,
2026-06-20T13:20:32Z,42,7,256,116341,116340,0,1,32,257,0,
2026-06-20T13:20:38Z,48,8,256,117874,117874,0,0,32,256,0,
2026-06-20T13:20:44Z,54,9,256,119408,119408,0,0,32,256,0,
2026-06-20T13:20:50Z,60,10,256,120941,120941,0,0,32,255,0,
