timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-19T17:55:23Z,0,0,1,1576,1576,0,0,32,1,0,
2026-06-19T17:55:29Z,6,1,1,1583,1583,0,0,32,1,0,
2026-06-19T17:55:35Z,12,2,1,1589,1589,0,0,32,1,0,
2026-06-19T17:55:41Z,18,3,1,1595,1595,0,0,32,1,0,
2026-06-19T17:55:47Z,24,4,1,1601,1601,0,0,32,1,0,
2026-06-19T17:55:53Z,30,5,1,1607,1607,0,0,32,1,0,
2026-06-19T17:55:59Z,36,6,1,1613,1613,0,0,32,1,0,
2026-06-19T17:56:05Z,42,7,1,1619,1619,0,0,32,1,0,
2026-06-19T17:56:11Z,48,8,1,1625,1625,0,0,32,1,0,
2026-06-19T17:56:17Z,54,9,1,1631,1631,0,0,32,1,0,
2026-06-19T17:56:23Z,60,10,1,1637,1637,0,0,32,1,0,
