timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-20T11:23:25Z,0,0,16,7714,7714,0,0,32,16,0,
2026-06-20T11:23:31Z,6,1,16,7809,7809,0,0,32,16,0,
2026-06-20T11:23:37Z,12,2,16,7905,7905,0,0,32,16,0,
2026-06-20T11:23:43Z,18,3,16,8001,8001,0,0,32,16,0,
2026-06-20T11:23:49Z,24,4,16,8097,8097,0,0,32,16,0,
2026-06-20T11:23:55Z,30,5,16,8194,8194,0,0,32,16,0,
2026-06-20T11:24:01Z,36,6,16,8290,8290,0,0,32,16,0,
2026-06-20T11:24:07Z,42,7,16,8385,8385,0,0,32,16,0,
2026-06-20T11:24:13Z,48,8,16,8482,8482,0,0,32,16,0,
2026-06-20T11:24:19Z,54,9,16,8579,8579,0,0,32,16,0,
2026-06-20T11:24:25Z,60,10,16,8675,8675,0,0,32,16,0,
