timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-20T09:49:02Z,0,0,4,3327,3327,0,0,32,4,0,
2026-06-20T09:49:08Z,6,1,4,3351,3351,0,0,32,4,0,
2026-06-20T09:49:14Z,12,2,4,3375,3375,0,0,32,4,0,
2026-06-20T09:49:20Z,18,3,4,3399,3399,0,0,32,4,0,
2026-06-20T09:49:26Z,24,4,4,3423,3423,0,0,32,4,0,
2026-06-20T09:49:32Z,30,5,4,3447,3447,0,0,32,4,0,
2026-06-20T09:49:38Z,36,6,4,3471,3471,0,0,32,4,0,
2026-06-20T09:49:44Z,42,7,4,3495,3495,0,0,32,4,0,
2026-06-20T09:49:50Z,48,8,4,3519,3519,0,0,32,4,0,
2026-06-20T09:49:56Z,54,9,4,3543,3543,0,0,32,4,0,
2026-06-20T09:50:02Z,60,10,4,3567,3567,0,0,32,4,0,
