timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-20T09:33:04Z,0,0,2,2207,2207,0,0,32,2,0,
2026-06-20T09:33:10Z,6,1,2,2219,2219,0,0,32,2,0,
2026-06-20T09:33:16Z,12,2,2,2232,2232,0,0,32,2,0,
2026-06-20T09:33:22Z,18,3,2,2244,2244,0,0,32,2,0,
2026-06-20T09:33:28Z,24,4,2,2256,2256,0,0,32,2,0,
2026-06-20T09:33:34Z,30,5,2,2268,2268,0,0,32,2,0,
2026-06-20T09:33:40Z,36,6,2,2280,2280,0,0,32,2,0,
2026-06-20T09:33:46Z,42,7,2,2292,2292,0,0,32,2,0,
2026-06-20T09:33:52Z,48,8,2,2304,2304,0,0,32,2,0,
2026-06-20T09:33:58Z,54,9,2,2316,2316,0,0,32,2,0,
2026-06-20T09:34:04Z,60,10,2,2328,2328,0,0,32,2,0,
