timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-20T13:08:01Z,0,0,128,70431,70431,0,0,32,128,0,
2026-06-20T13:08:07Z,6,1,128,71201,71201,0,0,32,128,0,
2026-06-20T13:08:13Z,12,2,128,71966,71965,0,1,32,128,0,
2026-06-20T13:08:19Z,18,3,128,72745,72745,0,0,32,128,0,
2026-06-20T13:08:25Z,24,4,128,73520,73520,0,0,32,128,0,
2026-06-20T13:08:31Z,30,5,128,74291,74291,0,0,32,128,0,
2026-06-20T13:08:37Z,36,6,128,75061,75061,0,0,32,128,0,
2026-06-20T13:08:43Z,42,7,128,75832,75832,0,0,32,128,0,
2026-06-20T13:08:49Z,48,8,128,76605,76605,0,0,32,128,0,
2026-06-20T13:08:55Z,54,9,128,77374,77374,0,0,32,128,0,
2026-06-20T13:09:01Z,60,10,128,78144,78144,0,0,32,128,0,
