timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-20T11:04:16Z,0,0,8,6045,6045,0,0,32,8,0,
2026-06-20T11:04:22Z,6,1,8,6093,6093,0,0,32,8,0,
2026-06-20T11:04:28Z,12,2,8,6142,6142,0,0,32,8,0,
2026-06-20T11:04:34Z,18,3,8,6190,6190,0,0,32,8,0,
2026-06-20T11:04:40Z,24,4,8,6238,6238,0,0,32,8,0,
2026-06-20T11:04:46Z,30,5,8,6287,6287,0,0,32,8,0,
2026-06-20T11:04:52Z,36,6,8,6335,6335,0,0,32,8,0,
2026-06-20T11:04:58Z,42,7,8,6383,6383,0,0,32,8,0,
2026-06-20T11:05:04Z,48,8,8,6431,6431,0,0,32,8,0,
2026-06-20T11:05:10Z,54,9,8,6479,6479,0,0,32,8,0,
2026-06-20T11:05:16Z,60,10,8,6527,6527,0,0,32,8,0,
