timestamp_utc,t_seconds,target_lambda,phase,phase_index
2026-06-24T02:30:02Z,0,32.0,warmup,0
2026-06-24T02:30:07Z,5,32.0,warmup,0
2026-06-24T02:30:12Z,10,32.0,warmup,0
2026-06-24T02:30:17Z,15,32.0,warmup,0
2026-06-24T02:30:22Z,20,32.0,warmup,0
2026-06-24T02:30:27Z,25,32.0,warmup,0
2026-06-24T02:30:32Z,30,32.0,hold,1
2026-06-24T02:30:37Z,35,32.0,hold,1
2026-06-24T02:30:42Z,40,32.0,hold,1
2026-06-24T02:30:47Z,45,32.0,hold,1
2026-06-24T02:30:52Z,50,32.0,hold,1
2026-06-24T02:30:57Z,55,32.0,hold,1
2026-06-24T02:31:02Z,60,32.0,hold,1
2026-06-24T02:31:07Z,65,32.0,hold,1
2026-06-24T02:31:12Z,70,32.0,hold,1
2026-06-24T02:31:17Z,75,32.0,hold,1
2026-06-24T02:31:22Z,80,32.0,hold,1
2026-06-24T02:31:27Z,85,32.0,hold,1
2026-06-24T02:31:32Z,90,32.0,hold,1
2026-06-24T02:31:37Z,95,32.0,hold,1
2026-06-24T02:31:42Z,100,32.0,hold,1
2026-06-24T02:31:47Z,105,32.0,hold,1
2026-06-24T02:31:52Z,110,32.0,hold,1
2026-06-24T02:31:57Z,115,32.0,hold,1
2026-06-24T02:32:02Z,120,32.0,hold,1
2026-06-24T02:32:07Z,125,32.0,hold,1
2026-06-24T02:32:12Z,130,32.0,hold,1
2026-06-24T02:32:17Z,135,32.0,hold,1
2026-06-24T02:32:22Z,140,32.0,hold,1
2026-06-24T02:32:27Z,145,32.0,hold,1
2026-06-24T02:32:32Z,150,32.0,hold,1
2026-06-24T02:32:37Z,155,32.0,hold,1
2026-06-24T02:32:42Z,160,32.0,hold,1
2026-06-24T02:32:47Z,165,32.0,hold,1
2026-06-24T02:32:52Z,170,32.0,hold,1
2026-06-24T02:32:57Z,175,32.0,hold,1
2026-06-24T02:33:02Z,180,32.0,hold,1
2026-06-24T02:33:07Z,185,32.0,hold,1
2026-06-24T02:33:12Z,190,32.0,hold,1
2026-06-24T02:33:17Z,195,32.0,hold,1
2026-06-24T02:33:22Z,200,32.0,hold,1
2026-06-24T02:33:27Z,205,32.0,hold,1
2026-06-24T02:33:32Z,210,32.0,hold,1
2026-06-24T02:33:37Z,215,32.0,hold,1
2026-06-24T02:33:42Z,220,32.0,hold,1
2026-06-24T02:33:47Z,225,32.0,hold,1
2026-06-24T02:33:52Z,230,32.0,hold,1
2026-06-24T02:33:57Z,235,32.0,hold,1
2026-06-24T02:34:02Z,240,32.0,hold,1
2026-06-24T02:34:07Z,245,32.0,hold,1
2026-06-24T02:34:12Z,250,32.0,hold,1
2026-06-24T02:34:17Z,255,32.0,hold,1
2026-06-24T02:34:22Z,260,32.0,hold,1
2026-06-24T02:34:27Z,265,32.0,hold,1
2026-06-24T02:34:32Z,270,32.0,hold,1
2026-06-24T02:34:37Z,275,32.0,hold,1
2026-06-24T02:34:42Z,280,32.0,hold,1
2026-06-24T02:34:47Z,285,32.0,hold,1
2026-06-24T02:34:52Z,290,32.0,hold,1
2026-06-24T02:34:57Z,295,32.0,hold,1
2026-06-24T02:35:02Z,300,32.0,hold,1
2026-06-24T02:35:07Z,305,32.0,hold,1
2026-06-24T02:35:12Z,310,32.0,hold,1
2026-06-24T02:35:17Z,315,32.0,hold,1
2026-06-24T02:35:22Z,320,32.0,hold,1
2026-06-24T02:35:27Z,325,32.0,hold,1
2026-06-24T02:35:32Z,330,128.0,hold,2
2026-06-24T02:35:37Z,335,128.0,hold,2
2026-06-24T02:35:42Z,340,128.0,hold,2
2026-06-24T02:35:47Z,345,128.0,hold,2
2026-06-24T02:35:52Z,350,128.0,hold,2
2026-06-24T02:35:57Z,355,128.0,hold,2
2026-06-24T02:36:02Z,360,128.0,hold,2
2026-06-24T02:36:07Z,365,128.0,hold,2
2026-06-24T02:36:12Z,370,128.0,hold,2
2026-06-24T02:36:17Z,375,128.0,hold,2
2026-06-24T02:36:22Z,380,128.0,hold,2
2026-06-24T02:36:27Z,385,128.0,hold,2
2026-06-24T02:36:32Z,390,128.0,hold,2
2026-06-24T02:36:37Z,395,128.0,hold,2
2026-06-24T02:36:42Z,400,128.0,hold,2
2026-06-24T02:36:47Z,405,128.0,hold,2
2026-06-24T02:36:52Z,410,128.0,hold,2
2026-06-24T02:36:57Z,415,128.0,hold,2
2026-06-24T02:37:02Z,420,128.0,hold,2
2026-06-24T02:37:07Z,425,128.0,hold,2
2026-06-24T02:37:12Z,430,128.0,hold,2
2026-06-24T02:37:17Z,435,128.0,hold,2
2026-06-24T02:37:22Z,440,128.0,hold,2
2026-06-24T02:37:27Z,445,128.0,hold,2
2026-06-24T02:37:32Z,450,128.0,hold,2
2026-06-24T02:37:37Z,455,128.0,hold,2
2026-06-24T02:37:42Z,460,128.0,hold,2
2026-06-24T02:37:47Z,465,128.0,hold,2
2026-06-24T02:37:52Z,470,128.0,hold,2
2026-06-24T02:37:57Z,475,128.0,hold,2
2026-06-24T02:38:02Z,480,128.0,hold,2
2026-06-24T02:38:07Z,485,128.0,hold,2
2026-06-24T02:38:12Z,490,128.0,hold,2
2026-06-24T02:38:17Z,495,128.0,hold,2
2026-06-24T02:38:22Z,500,128.0,hold,2
2026-06-24T02:38:27Z,505,128.0,hold,2
2026-06-24T02:38:32Z,510,128.0,hold,2
2026-06-24T02:38:37Z,515,128.0,hold,2
2026-06-24T02:38:42Z,520,128.0,hold,2
2026-06-24T02:38:47Z,525,128.0,hold,2
2026-06-24T02:38:52Z,530,128.0,hold,2
2026-06-24T02:38:57Z,535,128.0,hold,2
2026-06-24T02:39:02Z,540,128.0,hold,2
