candidate_id,prediction_horizon,control_horizon,tracking_error_weight,control_effort_weight,control_delta_weight,soft_constraint_weight,profile,calibrated_status,full_rmse,full_mae,full_max_abs_error,settled_rmse,settled_mae,settled_max_abs_error,final_error,final_abs_error,overshoot,undershoot,rate_limit_fraction,saturation_fraction,target_change_count,closed_loop_simulated,performance_claim
mpc_skeleton_ph15_ch01_q1.000_r0.050_du0.100_sc100.0,15,1,1.0,0.05,0.1,100.0,step64-96,UNEXPLAINED_FAIL,6.704975654513764,3.026037395489239,26.382634953496094,6.915759518497383,3.1554042266113513,26.382634953496094,0.7772528457165606,0.7772528457165606,26.382634953496094,2.7495965602723373,0.0,0.0,1,True,False
mpc_skeleton_ph15_ch01_q1.000_r0.050_du0.100_sc100.0,15,1,1.0,0.05,0.1,100.0,step96-64,UNEXPLAINED_FAIL,6.78796193524932,3.372742278030314,27.249721902929736,7.0023105262982055,3.510283353069681,27.249721902929736,1.2234286910813523,1.2234286910813523,1.6074890197866836,27.249721902929736,0.0,0.0,1,True,False
mpc_skeleton_ph15_ch01_q1.000_r0.050_du0.100_sc100.0,15,1,1.0,0.05,0.1,100.0,multistep,UNEXPLAINED_FAIL,16.68636581166744,9.793266577748081,57.51375126429117,18.495126074233532,11.782094515474512,57.51375126429117,-0.5288520320815024,0.5288520320815024,29.910690032949248,57.51375126429117,0.0,0.0,3,True,False
mpc_skeleton_ph15_ch01_q1.000_r0.050_du0.100_sc100.0,15,1,1.0,0.05,0.1,100.0,lower-range,SETTLED_WARN,6.8700340852401425,4.415314857137114,21.18338742440192,7.596060926687146,5.150373580542185,21.18338742440192,-1.4365092323663262,1.4365092323663262,16.217141320253205,21.18338742440192,0.0,0.0,3,True,False
mpc_skeleton_ph15_ch01_q1.000_r0.050_du0.100_sc100.0,15,1,1.0,0.05,0.1,100.0,sine-approx,EXPLAINED_TRANSIENT,13.994890358592686,12.525984131916745,21.078283226011763,0.0,0.0,0.0,17.082760736297885,17.082760736297885,21.078283226011763,19.065111767588107,0.0,0.0,79,True,False
mpc_skeleton_ph15_ch03_q1.000_r0.010_du0.100_sc100.0,15,3,1.0,0.01,0.1,100.0,hold-y-eq,PASS,0.9788377809977965,0.9726278727862466,0.9864655636139901,0.9788377809977965,0.9726278727862466,0.9864655636139901,0.9864655636139901,0.9864655636139901,0.9864655636139901,0.0,0.0,0.0,0,True,False
mpc_skeleton_ph15_ch03_q1.000_r0.010_du0.100_sc100.0,15,3,1.0,0.01,0.1,100.0,step64-96,UNEXPLAINED_FAIL,6.704975654513764,3.026037395489239,26.382634953496094,6.915759518497383,3.1554042266113513,26.382634953496094,0.7772528457165606,0.7772528457165606,26.382634953496094,2.7495965602723373,0.0,0.0,1,True,False
mpc_skeleton_ph15_ch03_q1.000_r0.010_du0.100_sc100.0,15,3,1.0,0.01,0.1,100.0,step96-64,UNEXPLAINED_FAIL,6.78796193524932,3.372742278030314,27.249721902929736,7.0023105262982055,3.510283353069681,27.249721902929736,1.2234286910813523,1.2234286910813523,1.6074890197866836,27.249721902929736,0.0,0.0,1,True,False
mpc_skeleton_ph15_ch03_q1.000_r0.010_du0.100_sc100.0,15,3,1.0,0.01,0.1,100.0,multistep,UNEXPLAINED_FAIL,16.68636581166744,9.793266577748081,57.51375126429117,18.495126074233532,11.782094515474512,57.51375126429117,-0.5288520320815024,0.5288520320815024,29.910690032949248,57.51375126429117,0.0,0.0,3,True,False
mpc_skeleton_ph15_ch03_q1.000_r0.010_du0.100_sc100.0,15,3,1.0,0.01,0.1,100.0,lower-range,SETTLED_WARN,6.8700340852401425,4.415314857137114,21.18338742440192,7.596060926687146,5.150373580542185,21.18338742440192,-1.4365092323663262,1.4365092323663262,16.217141320253205,21.18338742440192,0.0,0.0,3,True,False
mpc_skeleton_ph15_ch03_q1.000_r0.010_du0.100_sc100.0,15,3,1.0,0.01,0.1,100.0,sine-approx,EXPLAINED_TRANSIENT,13.994890358592686,12.525984131916745,21.078283226011763,0.0,0.0,0.0,17.082760736297885,17.082760736297885,21.078283226011763,19.065111767588107,0.0,0.0,79,True,False
mpc_skeleton_ph15_ch03_q1.000_r0.050_du0.100_sc100.0,15,3,1.0,0.05,0.1,100.0,hold-y-eq,PASS,0.9788377809977965,0.9726278727862466,0.9864655636139901,0.9788377809977965,0.9726278727862466,0.9864655636139901,0.9864655636139901,0.9864655636139901,0.9864655636139901,0.0,0.0,0.0,0,True,False
mpc_skeleton_ph15_ch03_q1.000_r0.050_du0.100_sc100.0,15,3,1.0,0.05,0.1,100.0,step64-96,UNEXPLAINED_FAIL,6.704975654513764,3.026037395489239,26.382634953496094,6.915759518497383,3.1554042266113513,26.382634953496094,0.7772528457165606,0.7772528457165606,26.382634953496094,2.7495965602723373,0.0,0.0,1,True,False
mpc_skeleton_ph15_ch03_q1.000_r0.050_du0.100_sc100.0,15,3,1.0,0.05,0.1,100.0,step96-64,UNEXPLAINED_FAIL,6.78796193524932,3.372742278030314,27.249721902929736,7.0023105262982055,3.510283353069681,27.249721902929736,1.2234286910813523,1.2234286910813523,1.6074890197866836,27.249721902929736,0.0,0.0,1,True,False
mpc_skeleton_ph15_ch03_q1.000_r0.050_du0.100_sc100.0,15,3,1.0,0.05,0.1,100.0,multistep,UNEXPLAINED_FAIL,16.68636581166744,9.793266577748081,57.51375126429117,18.495126074233532,11.782094515474512,57.51375126429117,-0.5288520320815024,0.5288520320815024,29.910690032949248,57.51375126429117,0.0,0.0,3,True,False
mpc_skeleton_ph15_ch03_q1.000_r0.050_du0.100_sc100.0,15,3,1.0,0.05,0.1,100.0,lower-range,SETTLED_WARN,6.8700340852401425,4.415314857137114,21.18338742440192,7.596060926687146,5.150373580542185,21.18338742440192,-1.4365092323663262,1.4365092323663262,16.217141320253205,21.18338742440192,0.0,0.0,3,True,False
mpc_skeleton_ph15_ch03_q1.000_r0.050_du0.100_sc100.0,15,3,1.0,0.05,0.1,100.0,sine-approx,EXPLAINED_TRANSIENT,13.994890358592686,12.525984131916745,21.078283226011763,0.0,0.0,0.0,17.082760736297885,17.082760736297885,21.078283226011763,19.065111767588107,0.0,0.0,79,True,False
