timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-20T11:43:36Z,0,0,32,14137,14137,0,0,32,32,0,
2026-06-20T11:43:42Z,6,1,32,14329,14329,0,0,32,32,0,
2026-06-20T11:43:48Z,12,2,32,14520,14520,0,0,32,32,0,
2026-06-20T11:43:54Z,18,3,32,14715,14715,0,0,32,32,0,
2026-06-20T11:44:00Z,24,4,32,14907,14907,0,0,32,32,0,
2026-06-20T11:44:06Z,30,5,32,15099,15099,0,0,32,32,0,
2026-06-20T11:44:12Z,36,6,32,15290,15290,0,0,32,32,0,
2026-06-20T11:44:18Z,42,7,32,15484,15484,0,0,32,32,0,
2026-06-20T11:44:24Z,48,8,32,15678,15678,0,0,32,32,0,
2026-06-20T11:44:30Z,54,9,32,15872,15872,0,0,32,32,0,
2026-06-20T11:44:36Z,60,10,32,16064,16064,0,0,32,32,0,
