timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-20T11:29:29Z,0,0,16,10902,10902,0,0,32,16,0,
2026-06-20T11:29:35Z,6,1,16,10999,10999,0,0,32,16,0,
2026-06-20T11:29:41Z,12,2,16,11095,11095,0,0,32,16,0,
2026-06-20T11:29:47Z,18,3,16,11191,11191,0,0,32,16,0,
2026-06-20T11:29:53Z,24,4,16,11287,11287,0,0,32,16,0,
2026-06-20T11:29:59Z,30,5,16,11383,11383,0,0,32,16,0,
2026-06-20T11:30:06Z,37,6,16,11480,11480,0,0,32,16,0,
2026-06-20T11:30:12Z,43,7,16,11577,11577,0,0,32,16,0,
2026-06-20T11:30:18Z,49,8,16,11672,11672,0,0,32,16,0,
2026-06-20T11:30:24Z,55,9,16,11769,11769,0,0,32,16,0,
