timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-20T12:43:11Z,0,0,64,36064,36064,0,0,32,64,0,
2026-06-20T12:43:17Z,6,1,64,36453,36453,0,0,32,64,0,
2026-06-20T12:43:23Z,12,2,64,36839,36839,0,0,32,64,0,
2026-06-20T12:43:29Z,18,3,64,37224,37224,0,0,32,64,0,
2026-06-20T12:43:35Z,24,4,64,37609,37609,0,0,32,64,0,
2026-06-20T12:43:41Z,30,5,64,37989,37989,0,0,32,64,0,
2026-06-20T12:43:47Z,36,6,64,38375,38375,0,0,32,64,0,
2026-06-20T12:43:53Z,42,7,64,38758,38758,0,0,32,64,0,
2026-06-20T12:43:59Z,48,8,64,39142,39142,0,0,32,64,0,
2026-06-20T12:44:05Z,54,9,64,39527,39527,0,0,32,64,0,
2026-06-20T12:44:11Z,60,10,64,39919,39919,0,0,32,64,0,
