timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-20T09:31:05Z,0,0,2,2078,2078,0,0,32,2,0,
2026-06-20T09:31:11Z,6,1,2,2090,2090,0,0,32,2,0,
2026-06-20T09:31:17Z,12,2,2,2102,2102,0,0,32,2,0,
2026-06-20T09:31:23Z,18,3,2,2114,2114,0,0,32,2,0,
2026-06-20T09:31:29Z,24,4,2,2127,2127,0,0,32,2,0,
2026-06-20T09:31:35Z,30,5,2,2139,2139,0,0,32,2,0,
2026-06-20T09:31:41Z,36,6,2,2151,2151,0,0,32,2,0,
2026-06-20T09:31:47Z,42,7,2,2163,2163,0,0,32,2,0,
2026-06-20T09:31:53Z,48,8,2,2175,2175,0,0,32,2,0,
2026-06-20T09:32:00Z,55,9,2,2187,2187,0,0,32,2,0,
