timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-20T12:44:44Z,0,0,64,40436,40435,0,1,32,64,0,
2026-06-20T12:44:50Z,6,1,64,40820,40820,0,0,32,64,0,
2026-06-20T12:44:56Z,12,2,64,41204,41204,0,0,32,64,0,
2026-06-20T12:45:02Z,18,3,64,41583,41583,0,0,32,64,0,
2026-06-20T12:45:08Z,24,4,64,41991,41991,0,0,32,64,0,
2026-06-20T12:45:14Z,30,5,64,42373,42373,0,0,32,64,0,
2026-06-20T12:45:20Z,36,6,64,42752,42752,0,0,32,64,0,
2026-06-20T12:45:26Z,42,7,64,43138,43138,0,0,32,64,0,
2026-06-20T12:45:32Z,48,8,64,43521,43521,0,0,32,64,0,
2026-06-20T12:45:38Z,54,9,64,43910,43910,0,0,32,64,0,
2026-06-20T12:45:44Z,60,10,64,44296,44296,0,0,32,64,0,
