timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-20T11:00:28Z,0,0,8,4945,4945,0,0,32,8,0,
2026-06-20T11:00:34Z,6,1,8,4993,4993,0,0,32,8,0,
2026-06-20T11:00:40Z,12,2,8,5041,5041,0,0,32,8,0,
2026-06-20T11:00:46Z,18,3,8,5090,5090,0,0,32,8,0,
2026-06-20T11:00:52Z,24,4,8,5137,5137,0,0,32,8,0,
2026-06-20T11:00:58Z,30,5,8,5186,5186,0,0,32,8,0,
2026-06-20T11:01:04Z,36,6,8,5234,5234,0,0,32,8,0,
2026-06-20T11:01:10Z,42,7,8,5282,5282,0,0,32,8,0,
2026-06-20T11:01:16Z,48,8,8,5330,5330,0,0,32,8,0,
2026-06-20T11:01:22Z,54,9,8,5378,5378,0,0,32,8,0,
2026-06-20T11:01:28Z,60,10,8,5426,5426,0,0,32,8,0,
