timestamp_utc,t_seconds,target_lambda,phase,phase_index
2026-06-24T03:23:08Z,0,128.0,warmup,0
2026-06-24T03:23:13Z,5,128.0,warmup,0
2026-06-24T03:23:18Z,10,128.0,warmup,0
2026-06-24T03:23:23Z,15,128.0,warmup,0
2026-06-24T03:23:28Z,20,128.0,warmup,0
2026-06-24T03:23:33Z,25,128.0,warmup,0
2026-06-24T03:23:38Z,30,128.0,hold,1
2026-06-24T03:23:43Z,35,128.0,hold,1
2026-06-24T03:23:48Z,40,128.0,hold,1
2026-06-24T03:23:53Z,45,128.0,hold,1
2026-06-24T03:23:58Z,50,128.0,hold,1
2026-06-24T03:24:03Z,55,128.0,hold,1
2026-06-24T03:24:08Z,60,128.0,hold,1
2026-06-24T03:24:13Z,65,128.0,hold,1
2026-06-24T03:24:18Z,70,128.0,hold,1
2026-06-24T03:24:23Z,75,128.0,hold,1
2026-06-24T03:24:28Z,80,128.0,hold,1
2026-06-24T03:24:33Z,85,128.0,hold,1
2026-06-24T03:24:38Z,90,128.0,hold,1
2026-06-24T03:24:43Z,95,128.0,hold,1
2026-06-24T03:24:48Z,100,128.0,hold,1
2026-06-24T03:24:53Z,105,128.0,hold,1
2026-06-24T03:24:58Z,110,128.0,hold,1
2026-06-24T03:25:03Z,115,128.0,hold,1
2026-06-24T03:25:08Z,120,128.0,hold,1
2026-06-24T03:25:13Z,125,128.0,hold,1
2026-06-24T03:25:18Z,130,128.0,hold,1
2026-06-24T03:25:23Z,135,128.0,hold,1
2026-06-24T03:25:28Z,140,128.0,hold,1
2026-06-24T03:25:33Z,145,128.0,hold,1
2026-06-24T03:25:38Z,150,128.0,hold,1
2026-06-24T03:25:43Z,155,128.0,hold,1
2026-06-24T03:25:48Z,160,128.0,hold,1
2026-06-24T03:25:53Z,165,128.0,hold,1
2026-06-24T03:25:58Z,170,128.0,hold,1
2026-06-24T03:26:03Z,175,128.0,hold,1
2026-06-24T03:26:08Z,180,128.0,hold,1
2026-06-24T03:26:13Z,185,128.0,hold,1
2026-06-24T03:26:18Z,190,128.0,hold,1
2026-06-24T03:26:23Z,195,128.0,hold,1
2026-06-24T03:26:28Z,200,128.0,hold,1
2026-06-24T03:26:33Z,205,128.0,hold,1
2026-06-24T03:26:38Z,210,128.0,hold,1
2026-06-24T03:26:43Z,215,128.0,hold,1
2026-06-24T03:26:48Z,220,128.0,hold,1
2026-06-24T03:26:53Z,225,128.0,hold,1
2026-06-24T03:26:58Z,230,128.0,hold,1
2026-06-24T03:27:03Z,235,128.0,hold,1
2026-06-24T03:27:08Z,240,128.0,hold,1
2026-06-24T03:27:13Z,245,128.0,hold,1
2026-06-24T03:27:18Z,250,128.0,hold,1
2026-06-24T03:27:23Z,255,128.0,hold,1
2026-06-24T03:27:28Z,260,128.0,hold,1
2026-06-24T03:27:33Z,265,128.0,hold,1
2026-06-24T03:27:38Z,270,128.0,hold,1
2026-06-24T03:27:43Z,275,128.0,hold,1
2026-06-24T03:27:48Z,280,128.0,hold,1
2026-06-24T03:27:53Z,285,128.0,hold,1
2026-06-24T03:27:58Z,290,128.0,hold,1
2026-06-24T03:28:03Z,295,128.0,hold,1
2026-06-24T03:28:08Z,300,128.0,hold,1
2026-06-24T03:28:13Z,305,128.0,hold,1
2026-06-24T03:28:18Z,310,128.0,hold,1
2026-06-24T03:28:23Z,315,128.0,hold,1
2026-06-24T03:28:28Z,320,128.0,hold,1
2026-06-24T03:28:33Z,325,128.0,hold,1
2026-06-24T03:28:38Z,330,32.0,hold,2
2026-06-24T03:28:43Z,335,32.0,hold,2
2026-06-24T03:28:48Z,340,32.0,hold,2
2026-06-24T03:28:53Z,345,32.0,hold,2
2026-06-24T03:28:58Z,350,32.0,hold,2
2026-06-24T03:29:03Z,355,32.0,hold,2
2026-06-24T03:29:08Z,360,32.0,hold,2
2026-06-24T03:29:13Z,365,32.0,hold,2
2026-06-24T03:29:18Z,370,32.0,hold,2
2026-06-24T03:29:23Z,375,32.0,hold,2
2026-06-24T03:29:28Z,380,32.0,hold,2
2026-06-24T03:29:33Z,385,32.0,hold,2
2026-06-24T03:29:38Z,390,32.0,hold,2
2026-06-24T03:29:43Z,395,32.0,hold,2
2026-06-24T03:29:48Z,400,32.0,hold,2
2026-06-24T03:29:53Z,405,32.0,hold,2
2026-06-24T03:29:58Z,410,32.0,hold,2
2026-06-24T03:30:03Z,415,32.0,hold,2
2026-06-24T03:30:08Z,420,32.0,hold,2
2026-06-24T03:30:13Z,425,32.0,hold,2
2026-06-24T03:30:18Z,430,32.0,hold,2
2026-06-24T03:30:23Z,435,32.0,hold,2
2026-06-24T03:30:28Z,440,32.0,hold,2
2026-06-24T03:30:33Z,445,32.0,hold,2
2026-06-24T03:30:38Z,450,32.0,hold,2
2026-06-24T03:30:43Z,455,32.0,hold,2
2026-06-24T03:30:48Z,460,32.0,hold,2
2026-06-24T03:30:53Z,465,32.0,hold,2
2026-06-24T03:30:58Z,470,32.0,hold,2
2026-06-24T03:31:03Z,475,32.0,hold,2
2026-06-24T03:31:08Z,480,32.0,hold,2
2026-06-24T03:31:13Z,485,32.0,hold,2
2026-06-24T03:31:18Z,490,32.0,hold,2
2026-06-24T03:31:23Z,495,32.0,hold,2
2026-06-24T03:31:28Z,500,32.0,hold,2
2026-06-24T03:31:33Z,505,32.0,hold,2
2026-06-24T03:31:38Z,510,32.0,hold,2
2026-06-24T03:31:43Z,515,32.0,hold,2
2026-06-24T03:31:48Z,520,32.0,hold,2
2026-06-24T03:31:53Z,525,32.0,hold,2
2026-06-24T03:31:58Z,530,32.0,hold,2
2026-06-24T03:32:03Z,535,32.0,hold,2
2026-06-24T03:32:08Z,540,32.0,hold,2
2026-06-24T03:32:13Z,545,32.0,hold,2
2026-06-24T03:32:18Z,550,32.0,hold,2
2026-06-24T03:32:23Z,555,32.0,hold,2
2026-06-24T03:32:28Z,560,32.0,hold,2
2026-06-24T03:32:33Z,565,32.0,hold,2
2026-06-24T03:32:38Z,570,32.0,hold,2
2026-06-24T03:32:43Z,575,32.0,hold,2
2026-06-24T03:32:48Z,580,32.0,hold,2
2026-06-24T03:32:53Z,585,32.0,hold,2
2026-06-24T03:32:58Z,590,32.0,hold,2
2026-06-24T03:33:03Z,595,32.0,hold,2
2026-06-24T03:33:08Z,600,32.0,hold,2
2026-06-24T03:33:13Z,605,32.0,hold,2
2026-06-24T03:33:18Z,610,32.0,hold,2
2026-06-24T03:33:23Z,615,32.0,hold,2
2026-06-24T03:33:28Z,620,32.0,hold,2
2026-06-24T03:33:33Z,625,32.0,hold,2
2026-06-24T03:33:38Z,630,32.0,hold,2
