timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-20T09:17:50Z,0,0,2,1797,1797,0,0,32,2,0,
2026-06-20T09:17:56Z,6,1,2,1809,1809,0,0,32,2,0,
2026-06-20T09:18:02Z,12,2,2,1821,1821,0,0,32,2,0,
2026-06-20T09:18:08Z,18,3,2,1833,1833,0,0,32,2,0,
2026-06-20T09:18:14Z,24,4,2,1844,1844,0,0,32,2,0,
2026-06-20T09:18:20Z,30,5,2,1856,1856,0,0,32,2,0,
2026-06-20T09:18:26Z,36,6,2,1869,1869,0,0,32,2,0,
2026-06-20T09:18:32Z,42,7,2,1881,1881,0,0,32,2,0,
2026-06-20T09:18:38Z,48,8,2,1893,1893,0,0,32,2,0,
2026-06-20T09:18:44Z,54,9,2,1905,1905,0,0,32,2,0,
2026-06-20T09:18:50Z,60,10,2,1917,1917,0,0,32,2,0,
