timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-20T11:02:06Z,0,0,8,5495,5495,0,0,32,8,0,
2026-06-20T11:02:12Z,6,1,8,5542,5542,0,0,32,8,0,
2026-06-20T11:02:18Z,12,2,8,5591,5591,0,0,32,8,0,
2026-06-20T11:02:24Z,18,3,8,5639,5639,0,0,32,8,0,
2026-06-20T11:02:30Z,24,4,8,5687,5687,0,0,32,8,0,
2026-06-20T11:02:36Z,30,5,8,5735,5735,0,0,32,8,0,
2026-06-20T11:02:42Z,36,6,8,5783,5783,0,0,32,8,0,
2026-06-20T11:02:48Z,42,7,8,5831,5831,0,0,32,8,0,
2026-06-20T11:02:54Z,48,8,8,5879,5879,0,0,32,8,0,
2026-06-20T11:03:00Z,54,9,8,5927,5927,0,0,32,8,0,
2026-06-20T11:03:06Z,60,10,8,5975,5975,0,0,32,8,0,
