timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-20T11:47:10Z,0,0,32,18506,18506,0,0,32,32,0,
2026-06-20T11:47:16Z,6,1,32,18696,18696,0,0,32,32,0,
2026-06-20T11:47:22Z,12,2,32,18888,18888,0,0,32,32,0,
2026-06-20T11:47:28Z,18,3,32,19080,19080,0,0,32,32,0,
2026-06-20T11:47:34Z,24,4,32,19273,19273,0,0,32,32,0,
2026-06-20T11:47:40Z,30,5,32,19464,19464,0,0,32,32,0,
2026-06-20T11:47:46Z,36,6,32,19657,19657,0,0,32,32,0,
2026-06-20T11:47:52Z,42,7,32,19852,19852,0,0,32,32,0,
2026-06-20T11:47:59Z,49,8,32,20043,20043,0,0,32,32,0,
2026-06-20T11:48:05Z,55,9,32,20233,20233,0,0,32,32,0,
2026-06-20T11:48:10Z,60,10,32,20427,20427,0,0,32,32,0,
