timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-20T11:45:20Z,0,0,32,16324,16324,0,0,32,32,0,
2026-06-20T11:45:26Z,6,1,32,16516,16516,0,0,32,32,0,
2026-06-20T11:45:32Z,12,2,32,16707,16707,0,0,32,32,0,
2026-06-20T11:45:38Z,18,3,32,16902,16902,0,0,32,32,0,
2026-06-20T11:45:44Z,24,4,32,17094,17094,0,0,32,32,0,
2026-06-20T11:45:50Z,30,5,32,17288,17288,0,0,32,32,0,
2026-06-20T11:45:56Z,36,6,32,17480,17480,0,0,32,32,0,
2026-06-20T11:46:02Z,42,7,32,17672,17672,0,0,32,32,0,
2026-06-20T11:46:08Z,48,8,32,17863,17863,0,0,32,32,0,
2026-06-20T11:46:14Z,54,9,32,18053,18053,0,0,32,32,0,
2026-06-20T11:46:20Z,60,10,32,18245,18245,0,0,32,32,0,
