timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-20T13:09:39Z,0,0,128,79180,79180,0,0,32,128,0,
2026-06-20T13:09:45Z,6,1,128,79950,79950,0,0,32,128,0,
2026-06-20T13:09:51Z,12,2,128,80717,80717,0,0,32,128,0,
2026-06-20T13:09:57Z,18,3,128,81494,81494,0,0,32,128,0,
2026-06-20T13:10:03Z,24,4,128,82269,82268,0,1,32,128,0,
2026-06-20T13:10:09Z,30,5,128,83038,83038,0,0,32,128,0,
2026-06-20T13:10:15Z,36,6,128,83808,83808,0,0,32,128,0,
2026-06-20T13:10:21Z,42,7,128,84579,84579,0,0,32,128,0,
2026-06-20T13:10:27Z,48,8,128,85356,85356,0,0,32,128,0,
2026-06-20T13:10:33Z,54,9,128,86130,86130,0,0,32,128,0,
2026-06-20T13:10:39Z,60,10,128,86897,86897,0,0,32,128,0,
