timestamp_utc,t_seconds,target_lambda,phase,phase_index
2026-06-24T02:16:14Z,0,64.0,warmup,0
2026-06-24T02:16:19Z,5,64.0,warmup,0
2026-06-24T02:16:24Z,10,64.0,warmup,0
2026-06-24T02:16:29Z,15,64.0,warmup,0
2026-06-24T02:16:34Z,20,64.0,warmup,0
2026-06-24T02:16:39Z,25,64.0,warmup,0
2026-06-24T02:16:44Z,30,64.0,hold,1
2026-06-24T02:16:49Z,35,64.0,hold,1
2026-06-24T02:16:54Z,40,64.0,hold,1
2026-06-24T02:16:59Z,45,64.0,hold,1
2026-06-24T02:17:04Z,50,64.0,hold,1
2026-06-24T02:17:09Z,55,64.0,hold,1
2026-06-24T02:17:14Z,60,64.0,hold,1
2026-06-24T02:17:19Z,65,64.0,hold,1
2026-06-24T02:17:24Z,70,64.0,hold,1
2026-06-24T02:17:29Z,75,64.0,hold,1
2026-06-24T02:17:34Z,80,64.0,hold,1
2026-06-24T02:17:39Z,85,64.0,hold,1
2026-06-24T02:17:44Z,90,64.0,hold,1
2026-06-24T02:17:49Z,95,64.0,hold,1
2026-06-24T02:17:54Z,100,64.0,hold,1
2026-06-24T02:17:59Z,105,64.0,hold,1
2026-06-24T02:18:04Z,110,64.0,hold,1
2026-06-24T02:18:09Z,115,64.0,hold,1
2026-06-24T02:18:14Z,120,64.0,hold,1
2026-06-24T02:18:19Z,125,64.0,hold,1
2026-06-24T02:18:24Z,130,64.0,hold,1
2026-06-24T02:18:29Z,135,64.0,hold,1
2026-06-24T02:18:34Z,140,64.0,hold,1
2026-06-24T02:18:39Z,145,64.0,hold,1
2026-06-24T02:18:44Z,150,64.0,hold,1
2026-06-24T02:18:49Z,155,64.0,hold,1
2026-06-24T02:18:54Z,160,64.0,hold,1
2026-06-24T02:18:59Z,165,64.0,hold,1
2026-06-24T02:19:04Z,170,64.0,hold,1
2026-06-24T02:19:09Z,175,64.0,hold,1
2026-06-24T02:19:14Z,180,64.0,hold,1
2026-06-24T02:19:19Z,185,64.0,hold,1
2026-06-24T02:19:24Z,190,64.0,hold,1
2026-06-24T02:19:29Z,195,64.0,hold,1
2026-06-24T02:19:34Z,200,64.0,hold,1
2026-06-24T02:19:39Z,205,64.0,hold,1
2026-06-24T02:19:44Z,210,64.0,hold,1
2026-06-24T02:19:49Z,215,64.0,hold,1
2026-06-24T02:19:54Z,220,64.0,hold,1
2026-06-24T02:19:59Z,225,64.0,hold,1
2026-06-24T02:20:04Z,230,64.0,hold,1
2026-06-24T02:20:09Z,235,64.0,hold,1
2026-06-24T02:20:14Z,240,64.0,hold,1
2026-06-24T02:20:19Z,245,64.0,hold,1
2026-06-24T02:20:24Z,250,64.0,hold,1
2026-06-24T02:20:29Z,255,64.0,hold,1
2026-06-24T02:20:34Z,260,64.0,hold,1
2026-06-24T02:20:39Z,265,64.0,hold,1
2026-06-24T02:20:44Z,270,64.0,hold,1
2026-06-24T02:20:49Z,275,64.0,hold,1
2026-06-24T02:20:54Z,280,64.0,hold,1
2026-06-24T02:20:59Z,285,64.0,hold,1
2026-06-24T02:21:04Z,290,64.0,hold,1
2026-06-24T02:21:09Z,295,64.0,hold,1
2026-06-24T02:21:14Z,300,64.0,hold,1
2026-06-24T02:21:19Z,305,64.0,hold,1
2026-06-24T02:21:24Z,310,64.0,hold,1
2026-06-24T02:21:29Z,315,64.0,hold,1
2026-06-24T02:21:34Z,320,64.0,hold,1
2026-06-24T02:21:39Z,325,64.0,hold,1
2026-06-24T02:21:44Z,330,128.0,hold,2
2026-06-24T02:21:49Z,335,128.0,hold,2
2026-06-24T02:21:54Z,340,128.0,hold,2
2026-06-24T02:21:59Z,345,128.0,hold,2
2026-06-24T02:22:04Z,350,128.0,hold,2
2026-06-24T02:22:09Z,355,128.0,hold,2
2026-06-24T02:22:14Z,360,128.0,hold,2
2026-06-24T02:22:19Z,365,128.0,hold,2
2026-06-24T02:22:24Z,370,128.0,hold,2
2026-06-24T02:22:29Z,375,128.0,hold,2
2026-06-24T02:22:34Z,380,128.0,hold,2
2026-06-24T02:22:39Z,385,128.0,hold,2
2026-06-24T02:22:44Z,390,128.0,hold,2
2026-06-24T02:22:49Z,395,128.0,hold,2
2026-06-24T02:22:54Z,400,128.0,hold,2
2026-06-24T02:22:59Z,405,128.0,hold,2
2026-06-24T02:23:04Z,410,128.0,hold,2
2026-06-24T02:23:09Z,415,128.0,hold,2
2026-06-24T02:23:14Z,420,128.0,hold,2
2026-06-24T02:23:19Z,425,128.0,hold,2
2026-06-24T02:23:24Z,430,128.0,hold,2
2026-06-24T02:23:29Z,435,128.0,hold,2
2026-06-24T02:23:34Z,440,128.0,hold,2
2026-06-24T02:23:39Z,445,128.0,hold,2
2026-06-24T02:23:44Z,450,128.0,hold,2
2026-06-24T02:23:49Z,455,128.0,hold,2
2026-06-24T02:23:54Z,460,128.0,hold,2
2026-06-24T02:23:59Z,465,128.0,hold,2
2026-06-24T02:24:04Z,470,128.0,hold,2
2026-06-24T02:24:09Z,475,128.0,hold,2
2026-06-24T02:24:14Z,480,128.0,hold,2
2026-06-24T02:24:19Z,485,128.0,hold,2
2026-06-24T02:24:24Z,490,128.0,hold,2
2026-06-24T02:24:29Z,495,128.0,hold,2
2026-06-24T02:24:34Z,500,128.0,hold,2
2026-06-24T02:24:39Z,505,128.0,hold,2
2026-06-24T02:24:44Z,510,128.0,hold,2
2026-06-24T02:24:49Z,515,128.0,hold,2
2026-06-24T02:24:54Z,520,128.0,hold,2
2026-06-24T02:24:59Z,525,128.0,hold,2
2026-06-24T02:25:04Z,530,128.0,hold,2
2026-06-24T02:25:09Z,535,128.0,hold,2
2026-06-24T02:25:14Z,540,128.0,hold,2
2026-06-24T02:25:19Z,545,128.0,hold,2
2026-06-24T02:25:24Z,550,128.0,hold,2
2026-06-24T02:25:29Z,555,128.0,hold,2
2026-06-24T02:25:34Z,560,128.0,hold,2
2026-06-24T02:25:39Z,565,128.0,hold,2
2026-06-24T02:25:44Z,570,128.0,hold,2
2026-06-24T02:25:49Z,575,128.0,hold,2
2026-06-24T02:25:54Z,580,128.0,hold,2
2026-06-24T02:25:59Z,585,128.0,hold,2
2026-06-24T02:26:04Z,590,128.0,hold,2
2026-06-24T02:26:09Z,595,128.0,hold,2
2026-06-24T02:26:14Z,600,128.0,hold,2
2026-06-24T02:26:19Z,605,128.0,hold,2
2026-06-24T02:26:24Z,610,128.0,hold,2
2026-06-24T02:26:29Z,615,128.0,hold,2
2026-06-24T02:26:34Z,620,128.0,hold,2
2026-06-24T02:26:39Z,625,128.0,hold,2
2026-06-24T02:26:44Z,630,128.0,hold,2
