timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-20T09:50:49Z,0,0,4,3604,3604,0,0,32,4,0,
2026-06-20T09:50:55Z,6,1,4,3628,3628,0,0,32,4,0,
2026-06-20T09:51:01Z,12,2,4,3652,3652,0,0,32,4,0,
2026-06-20T09:51:07Z,18,3,4,3676,3676,0,0,32,4,0,
2026-06-20T09:51:13Z,24,4,4,3700,3700,0,0,32,4,0,
2026-06-20T09:51:19Z,30,5,4,3724,3724,0,0,32,4,0,
2026-06-20T09:51:25Z,36,6,4,3748,3748,0,0,32,4,0,
2026-06-20T09:51:31Z,42,7,4,3772,3772,0,0,32,4,0,
2026-06-20T09:51:37Z,48,8,4,3796,3796,0,0,32,4,0,
2026-06-20T09:51:43Z,54,9,4,3820,3820,0,0,32,4,0,
2026-06-20T09:51:49Z,60,10,4,3844,3844,0,0,32,4,0,
