timestamp_utc,t_seconds,target_lambda
2026-06-23T17:38:17Z,415,32.0
2026-06-23T17:38:22Z,420,32.0
2026-06-23T17:38:27Z,425,32.0
2026-06-23T17:38:32Z,430,32.0
2026-06-23T17:38:37Z,435,32.0
2026-06-23T17:38:42Z,440,32.0
2026-06-23T17:38:47Z,445,32.0
2026-06-23T17:38:52Z,450,32.0
2026-06-23T17:38:57Z,455,32.0
2026-06-23T17:39:02Z,460,32.0
2026-06-23T17:39:07Z,465,32.0
2026-06-23T17:39:12Z,470,32.0
2026-06-23T17:39:17Z,475,32.0
2026-06-23T17:39:22Z,480,32.0
2026-06-23T17:39:27Z,485,32.0
2026-06-23T17:39:32Z,490,32.0
2026-06-23T17:39:37Z,495,32.0
2026-06-23T17:39:42Z,500,32.0
2026-06-23T17:39:47Z,505,32.0
2026-06-23T17:39:52Z,510,32.0
2026-06-23T17:39:57Z,515,32.0
2026-06-23T17:40:02Z,520,32.0
2026-06-23T17:40:07Z,525,32.0
2026-06-23T17:40:12Z,530,32.0
2026-06-23T17:40:17Z,535,32.0
2026-06-23T17:40:22Z,540,32.0
2026-06-23T17:40:27Z,545,32.0
2026-06-23T17:40:32Z,550,32.0
2026-06-23T17:40:37Z,555,32.0
2026-06-23T17:40:42Z,560,32.0
2026-06-23T17:40:47Z,565,32.0
2026-06-23T17:40:52Z,570,32.0
2026-06-23T17:40:57Z,575,32.0
2026-06-23T17:41:02Z,580,32.0
2026-06-23T17:41:07Z,585,32.0
2026-06-23T17:41:12Z,590,32.0
2026-06-23T17:41:17Z,595,32.0
2026-06-23T17:41:22Z,600,32.0
2026-06-23T17:41:27Z,605,32.0
2026-06-23T17:41:32Z,610,32.0
2026-06-23T17:41:37Z,615,32.0
2026-06-23T17:41:42Z,620,32.0
2026-06-23T17:41:47Z,625,32.0
2026-06-23T17:41:52Z,630,32.0
2026-06-23T17:41:57Z,635,32.0
2026-06-23T17:42:02Z,640,32.0
2026-06-23T17:42:07Z,645,32.0
2026-06-23T17:42:12Z,650,32.0
2026-06-23T17:42:17Z,655,32.0
2026-06-23T17:42:22Z,660,32.0
2026-06-23T17:42:27Z,665,32.0
2026-06-23T17:42:32Z,670,32.0
2026-06-23T17:42:37Z,675,32.0
2026-06-23T17:42:42Z,680,32.0
2026-06-23T17:42:47Z,685,32.0
2026-06-23T17:42:52Z,690,32.0
2026-06-23T17:42:57Z,695,32.0
2026-06-23T17:43:02Z,700,32.0
2026-06-23T17:43:07Z,705,32.0
2026-06-23T17:43:12Z,710,32.0
2026-06-23T17:43:17Z,715,32.0
2026-06-23T17:43:22Z,720,32.0
2026-06-23T17:43:27Z,725,32.0
2026-06-23T17:43:32Z,730,32.0
2026-06-23T17:43:37Z,735,32.0
2026-06-23T17:43:42Z,740,32.0
2026-06-23T17:43:47Z,745,32.0
2026-06-23T17:43:52Z,750,32.0
2026-06-23T17:43:57Z,755,32.0
2026-06-23T17:44:02Z,760,32.0
2026-06-23T17:44:07Z,765,32.0
2026-06-23T17:44:12Z,770,32.0
2026-06-23T17:44:17Z,775,32.0
2026-06-23T17:44:22Z,780,32.0
2026-06-23T17:44:27Z,785,32.0
2026-06-23T17:44:32Z,790,32.0
2026-06-23T17:44:37Z,795,32.0
2026-06-23T17:44:42Z,800,32.0
2026-06-23T17:44:47Z,805,32.0
2026-06-23T17:44:52Z,810,32.0
2026-06-23T17:44:57Z,815,32.0
2026-06-23T17:45:02Z,820,32.0
2026-06-23T17:45:07Z,825,32.0
2026-06-23T17:45:12Z,830,32.0
2026-06-23T17:45:17Z,835,32.0
2026-06-23T17:45:22Z,840,32.0
2026-06-23T17:45:27Z,845,32.0
2026-06-23T17:45:32Z,850,32.0
2026-06-23T17:45:37Z,855,32.0
2026-06-23T17:45:42Z,860,32.0
2026-06-23T17:45:47Z,865,32.0
2026-06-23T17:45:52Z,870,32.0
2026-06-23T17:45:57Z,875,32.0
2026-06-23T17:46:02Z,880,32.0
2026-06-23T17:46:07Z,885,32.0
2026-06-23T17:46:12Z,890,32.0
2026-06-23T17:46:17Z,895,32.0
2026-06-23T17:46:22Z,900,32.0
