timestamp_utc,t_seconds,target_lambda
2026-06-23T17:31:22Z,0,32.0
2026-06-23T17:31:27Z,5,32.0
2026-06-23T17:31:32Z,10,32.0
2026-06-23T17:31:37Z,15,32.0
2026-06-23T17:31:42Z,20,32.0
2026-06-23T17:31:47Z,25,32.0
2026-06-23T17:31:52Z,30,32.0
2026-06-23T17:31:57Z,35,32.0
2026-06-23T17:32:02Z,40,32.0
2026-06-23T17:32:07Z,45,32.0
2026-06-23T17:32:12Z,50,32.0
2026-06-23T17:32:17Z,55,32.0
2026-06-23T17:32:22Z,60,32.0
2026-06-23T17:32:27Z,65,32.0
2026-06-23T17:32:32Z,70,32.0
2026-06-23T17:32:37Z,75,32.0
2026-06-23T17:32:42Z,80,32.0
2026-06-23T17:32:47Z,85,32.0
2026-06-23T17:32:52Z,90,32.0
2026-06-23T17:32:57Z,95,32.0
2026-06-23T17:33:02Z,100,32.0
2026-06-23T17:33:07Z,105,32.0
2026-06-23T17:33:12Z,110,32.0
2026-06-23T17:33:17Z,115,32.0
2026-06-23T17:33:22Z,120,32.0
2026-06-23T17:33:27Z,125,32.0
2026-06-23T17:33:32Z,130,32.0
2026-06-23T17:33:37Z,135,32.0
2026-06-23T17:33:42Z,140,32.0
2026-06-23T17:33:47Z,145,32.0
2026-06-23T17:33:52Z,150,32.0
2026-06-23T17:33:57Z,155,32.0
2026-06-23T17:34:02Z,160,32.0
2026-06-23T17:34:07Z,165,32.0
2026-06-23T17:34:12Z,170,32.0
2026-06-23T17:34:17Z,175,32.0
2026-06-23T17:34:22Z,180,32.0
2026-06-23T17:34:27Z,185,32.0
2026-06-23T17:34:32Z,190,32.0
2026-06-23T17:34:37Z,195,32.0
2026-06-23T17:34:42Z,200,32.0
2026-06-23T17:34:47Z,205,32.0
2026-06-23T17:34:52Z,210,32.0
2026-06-23T17:34:57Z,215,32.0
2026-06-23T17:35:02Z,220,32.0
2026-06-23T17:35:07Z,225,32.0
2026-06-23T17:35:12Z,230,32.0
2026-06-23T17:35:17Z,235,32.0
2026-06-23T17:35:22Z,240,32.0
2026-06-23T17:35:27Z,245,32.0
2026-06-23T17:35:32Z,250,32.0
2026-06-23T17:35:37Z,255,32.0
2026-06-23T17:35:42Z,260,32.0
2026-06-23T17:35:47Z,265,32.0
2026-06-23T17:35:52Z,270,32.0
2026-06-23T17:35:57Z,275,32.0
2026-06-23T17:36:02Z,280,32.0
2026-06-23T17:36:07Z,285,32.0
2026-06-23T17:36:12Z,290,32.0
2026-06-23T17:36:17Z,295,32.0
2026-06-23T17:36:22Z,300,32.0
2026-06-23T17:36:27Z,305,32.0
2026-06-23T17:36:32Z,310,32.0
2026-06-23T17:36:37Z,315,32.0
2026-06-23T17:36:42Z,320,32.0
2026-06-23T17:36:47Z,325,32.0
2026-06-23T17:36:52Z,330,32.0
2026-06-23T17:36:57Z,335,32.0
2026-06-23T17:37:02Z,340,32.0
2026-06-23T17:37:07Z,345,32.0
2026-06-23T17:37:12Z,350,32.0
2026-06-23T17:37:17Z,355,32.0
2026-06-23T17:37:22Z,360,32.0
2026-06-23T17:37:27Z,365,32.0
2026-06-23T17:37:32Z,370,32.0
2026-06-23T17:37:37Z,375,32.0
2026-06-23T17:37:42Z,380,32.0
2026-06-23T17:37:47Z,385,32.0
2026-06-23T17:37:52Z,390,32.0
2026-06-23T17:37:57Z,395,32.0
2026-06-23T17:38:02Z,400,32.0
2026-06-23T17:38:07Z,405,32.0
2026-06-23T17:38:12Z,410,32.0
