timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-20T09:44:45Z,0,0,4,2772,2772,0,0,32,4,0,
2026-06-20T09:44:51Z,6,1,4,2796,2796,0,0,32,4,0,
2026-06-20T09:44:57Z,12,2,4,2820,2820,0,0,32,4,0,
2026-06-20T09:45:03Z,18,3,4,2844,2844,0,0,32,4,0,
2026-06-20T09:45:09Z,24,4,4,2868,2868,0,0,32,4,0,
2026-06-20T09:45:15Z,30,5,4,2892,2892,0,0,32,4,0,
2026-06-20T09:45:21Z,36,6,4,2916,2916,0,0,32,4,0,
2026-06-20T09:45:27Z,42,7,4,2940,2940,0,0,32,4,0,
2026-06-20T09:45:33Z,48,8,4,2964,2964,0,0,32,4,0,
2026-06-20T09:45:39Z,54,9,4,2989,2989,0,0,32,4,0,
2026-06-20T09:45:45Z,60,10,4,3013,3013,0,0,32,4,0,
