timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-20T11:25:15Z,0,0,16,8809,8809,0,0,32,16,0,
2026-06-20T11:25:21Z,6,1,16,8905,8905,0,0,32,16,0,
2026-06-20T11:25:27Z,12,2,16,9002,9002,0,0,32,16,0,
2026-06-20T11:25:34Z,19,3,16,9099,9099,0,0,32,16,0,
2026-06-20T11:25:40Z,25,4,16,9195,9195,0,0,32,16,0,
2026-06-20T11:25:46Z,31,5,16,9292,9292,0,0,32,16,0,
2026-06-20T11:25:52Z,37,6,16,9388,9388,0,0,32,16,0,
2026-06-20T11:25:58Z,43,7,16,9484,9484,0,0,32,16,0,
2026-06-20T11:26:04Z,49,8,16,9581,9581,0,0,32,16,0,
2026-06-20T11:26:10Z,55,9,16,9677,9677,0,0,32,16,0,
