timestamp_utc,elapsed_seconds,sample_index,target_lambda,sent_total,ok_total,err_total,inflight,inflight_max,sent_per_sec,err_per_sec,last_err
2026-06-20T13:06:26Z,0,0,128,61667,61667,0,0,32,128,0,
2026-06-20T13:06:32Z,6,1,128,62439,62439,0,0,32,127,0,
2026-06-20T13:06:38Z,12,2,128,63218,63218,0,0,32,128,0,
2026-06-20T13:06:44Z,18,3,128,63991,63991,0,0,32,128,0,
2026-06-20T13:06:50Z,24,4,128,64752,64752,0,0,32,128,0,
2026-06-20T13:06:56Z,30,5,128,65534,65534,0,0,32,128,0,
2026-06-20T13:07:02Z,36,6,128,66303,66303,0,0,32,128,0,
2026-06-20T13:07:08Z,42,7,128,67079,67078,0,1,32,128,0,
2026-06-20T13:07:14Z,48,8,128,67858,67857,0,1,32,128,0,
2026-06-20T13:07:20Z,54,9,128,68622,68621,0,1,32,128,0,
2026-06-20T13:07:26Z,60,10,128,69393,69393,0,0,32,128,0,
